goos: darwin
goarch: arm64
pkg: github.com/mateothegreat/go-validation
cpu: Apple M1 Max
BenchmarkValidationSuite/Concurrency/Concurrent_StringLength_MaxLen_Invalid_Conc8-10                  	21790695	        54.86 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Valid_Conc1-10                   	991162480	         1.243 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Valid_Conc2-10                   	952737918	         1.345 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Valid_Conc4-10                   	909770652	         1.461 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Valid_Conc8-10                   	941651298	         1.347 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Invalid_Conc1-10                 	20622940	        57.42 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Invalid_Conc2-10                 	21528669	        59.22 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Invalid_Conc4-10                 	18158431	        62.37 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Alpha_Invalid_Conc8-10                 	19133161	        56.65 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Valid_Conc1-10            	548306673	         2.175 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Valid_Conc2-10            	514830054	         2.785 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Valid_Conc4-10            	472636377	         2.624 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Valid_Conc8-10            	478393356	         3.038 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Invalid_Conc1-10          	18759394	        58.19 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Invalid_Conc2-10          	19659615	        58.52 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Invalid_Conc4-10          	21097741	        61.07 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_AlphaNumeric_Invalid_Conc8-10          	20827788	        56.95 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Valid_Conc1-10                 	981465963	         1.290 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Valid_Conc2-10                 	766749483	         1.330 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Valid_Conc4-10                 	901226512	         1.386 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Valid_Conc8-10                 	898574355	         1.446 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Invalid_Conc1-10               	23925033	        56.35 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Invalid_Conc2-10               	23098800	        53.82 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Invalid_Conc4-10               	19560074	        54.57 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Characteristic_Numeric_Invalid_Conc8-10               	23119382	        51.33 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Valid_Conc1-10                                  	1000000000	         0.9670 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Valid_Conc2-10                                  	1000000000	         0.8711 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Valid_Conc4-10                                  	1000000000	         0.8619 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Valid_Conc8-10                                  	1000000000	         0.8176 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Invalid_Conc1-10                                	 9258565	       138.7 ns/op	     200 B/op	       8 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Invalid_Conc2-10                                	 7339183	       139.6 ns/op	     200 B/op	       8 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Invalid_Conc4-10                                	 8960402	       156.9 ns/op	     200 B/op	       8 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_OneOf_Invalid_Conc8-10                                	 8255673	       157.3 ns/op	     200 B/op	       8 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_Range_Cached_Conc1-10                         	81067846	        18.40 ns/op	      24 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_Range_Cached_Conc2-10                         	67396957	        16.43 ns/op	      24 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_Range_Cached_Conc4-10                         	78619143	        16.83 ns/op	      24 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_Range_Cached_Conc8-10                         	73333159	        15.89 ns/op	      24 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_StringLen_Cached_Conc1-10                     	66944205	        15.78 ns/op	      16 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_StringLen_Cached_Conc2-10                     	87553432	        16.08 ns/op	      16 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_StringLen_Cached_Conc4-10                     	91308565	        14.80 ns/op	      16 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_Factory_StringLen_Cached_Conc8-10                     	90916977	        13.27 ns/op	      16 B/op	       1 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_5Fields_Conc1-10                           	 4263559	       258.9 ns/op	     320 B/op	      15 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_5Fields_Conc2-10                           	 4796917	       256.5 ns/op	     320 B/op	      15 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_5Fields_Conc4-10                           	 4655700	       276.7 ns/op	     320 B/op	      15 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_5Fields_Conc8-10                           	 4469857	       259.8 ns/op	     320 B/op	      15 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_10Fields_Conc1-10                          	 1594214	       836.3 ns/op	    1257 B/op	      33 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_10Fields_Conc2-10                          	 1476238	       762.0 ns/op	    1257 B/op	      33 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_10Fields_Conc4-10                          	 1491406	       784.9 ns/op	    1257 B/op	      33 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_10Fields_Conc8-10                          	 1569562	       800.6 ns/op	    1257 B/op	      33 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_20Fields_Conc1-10                          	  618586	      1872 ns/op	    3083 B/op	      65 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_20Fields_Conc2-10                          	  692802	      1770 ns/op	    3083 B/op	      65 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_20Fields_Conc4-10                          	  679678	      1691 ns/op	    3082 B/op	      65 allocs/op
BenchmarkValidationSuite/Concurrency/Concurrent_MultiField_20Fields_Conc8-10                          	  700026	      1681 ns/op	    3082 B/op	      65 allocs/op
BenchmarkValidationSuite/Memory/Memory_Range_Int_Valid-10                                             	385248822	         3.116 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_Range_Int_Invalid-10                                           	 6881606	       172.5 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_Range_Int64_Valid-10                                           	379913247	         3.178 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_Range_Int64_Invalid-10                                         	 6986361	       173.4 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_Range_Float64_Valid-10                                         	378533222	         3.273 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_Range_Float64_Invalid-10                                       	 4487630	       268.6 ns/op	     112 B/op	       5 allocs/op
BenchmarkValidationSuite/Memory/Memory_StringLength_MinLen_Valid-10                                   	326837550	         3.734 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_StringLength_MinLen_Invalid-10                                 	 8786426	       135.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_StringLength_MaxLen_Valid-10                                   	331673431	         3.617 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_StringLength_MaxLen_Invalid-10                                 	 8997268	       132.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_Characteristic_Alpha_Valid-10                                  	143957380	         8.383 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_Characteristic_Alpha_Invalid-10                                	10036989	       119.4 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_Characteristic_AlphaNumeric_Valid-10                           	70976169	        17.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_Characteristic_AlphaNumeric_Invalid-10                         	 9363642	       123.7 ns/op	      96 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_Characteristic_Numeric_Valid-10                                	143491537	         8.345 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_Characteristic_Numeric_Invalid-10                              	10299382	       114.9 ns/op	      80 B/op	       3 allocs/op
BenchmarkValidationSuite/Memory/Memory_OneOf_Valid-10                                                 	251203705	         4.810 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidationSuite/Memory/Memory_OneOf_Invalid-10                                               	 3525771	       320.8 ns/op	     200 B/op	       8 allocs/op
BenchmarkValidationSuite/Memory/Memory_Factory_Range_Cached-10                                        	25502658	        46.32 ns/op	      24 B/op	       1 allocs/op
BenchmarkValidationSuite/Memory/Memory_Factory_StringLen_Cached-10                                    	25831310	        48.38 ns/op	      16 B/op	       1 allocs/op
BenchmarkValidationSuite/Memory/Memory_MultiField_5Fields-10                                          	 1390820	       904.1 ns/op	     320 B/op	      15 allocs/op
BenchmarkValidationSuite/Memory/Memory_MultiField_10Fields-10                                         	  596800	      1986 ns/op	    1256 B/op	      33 allocs/op
BenchmarkValidationSuite/Memory/Memory_MultiField_20Fields-10                                         	  297033	      4133 ns/op	    3081 B/op	      65 allocs/op
BenchmarkScalingAnalysis/StringValidation_Size10-10                                                   	 3584679	       335.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/NumericValidation_Size10-10                                                  	74178817	        16.20 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/StringValidation_Size100-10                                                  	  355898	      3366 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/NumericValidation_Size100-10                                                 	 5505036	       218.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/StringValidation_Size1000-10                                                 	   35418	     34883 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/NumericValidation_Size1000-10                                                	  567954	      2110 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/StringValidation_Size10000-10                                                	    3559	    338113 ns/op	       0 B/op	       0 allocs/op
BenchmarkScalingAnalysis/NumericValidation_Size10000-10                                               	   57522	     21091 ns/op	       0 B/op	       0 allocs/op
BenchmarkMemoryProfile/ZeroAlloc_DirectValidation-10                                                  	564179643	         2.113 ns/op	       0 B/op	       0 allocs/op
BenchmarkMemoryProfile/MinimalAlloc_FactoryWithCache-10                                               	26586831	        44.65 ns/op	      24 B/op	       1 allocs/op
BenchmarkMemoryProfile/HighAlloc_FactoryWithoutCache-10                                               	12709305	        94.19 ns/op	      80 B/op	       3 allocs/op
BenchmarkRegressionDetection-10                                                                       	1000000000	         0.0000093 ns/op	       0 B/op	       0 allocs/op
--- BENCH: BenchmarkRegressionDetection-10
    benchmarks_test.go:355: Regression detected in Range_Int_Valid: 25.0% slower
    benchmarks_test.go:355: Regression detected in Range_Int_Valid: 25.0% slower
    benchmarks_test.go:355: Regression detected in Range_Int_Valid: 25.0% slower
    benchmarks_test.go:355: Regression detected in Range_Int_Valid: 25.0% slower
    benchmarks_test.go:355: Regression detected in Range_Int_Valid: 25.0% slower
    benchmarks_test.go:355: Regression detected in Range_Int_Valid: 25.0% slower
BenchmarkOtherLibraryExample/GET_Request_Size0_Conc1-10                                               	775469109	         1.549 ns/op	       0 B/op	       0 allocs/op
BenchmarkOtherLibraryExample/POST_Request_Size0_Conc1-10                                              	732198237	         1.516 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleValidation-10                                                                          	  830490	      1436 ns/op	    1249 B/op	      17 allocs/op
BenchmarkEmailValidation-10                                                                           	 2624202	       450.1 ns/op	     226 B/op	       4 allocs/op
BenchmarkRequiredValidation-10                                                                        	 9802650	       122.8 ns/op	     192 B/op	       3 allocs/op
BenchmarkNumericRangeValidation-10                                                                    	 5348912	       224.9 ns/op	     384 B/op	       5 allocs/op
BenchmarkValidatorStruct-10                                                                           	  483772	      2496 ns/op	    2564 B/op	      34 allocs/op
BenchmarkValidatorVar-10                                                                              	 2621101	       456.2 ns/op	     226 B/op	       4 allocs/op
BenchmarkValidatorComplexStruct-10                                                                    	  153703	      7831 ns/op	    8407 B/op	     130 allocs/op
PASS
ok  	github.com/mateothegreat/go-validation	382.690s
